player,player_id,team,nationality,pos,overall,market_value,transfer_open,pace_score,shoot_score,pass_score,dribble_score,defense_score,physic_score,goals,xg_total,assists,key_passes,passes_total,pass_completion,dribbles_total,dribbles_won,pressures,progressive_passes,formations,best_formation,strengths,weaknesses,systems,competitions
Alex Král,23452.0,Union Berlin,EU,CM,55,1-6M€,69,43,41,54,72,45,42,0.0,0.0470480984999999,0.0,0.0,17.0,0.7647058823529411,1.0,1.0,7.0,6.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Bundesliga 2023/24']
Aleksandar Mitrović,4269.0,Serbia,RS,ST,55,1-6M€,73,42,55,55,40,49,49,1.0,0.152275357,0.0,0.0,45.0,0.7555555555555555,0.0,0.0,13.0,10.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['FIFA World Cup 2022']
Alejandro Moreno Lopera,11538.0,Real Betis,EU,LB,55,1-6M€,11,44,40,56,72,54,46,0.0,0.0,0.0,0.0,44.0,0.7727272727272727,1.0,1.0,13.0,10.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['La Liga 2020/21']
Víctor Laguardia Cisneros,6615.0,Deportivo Alavés,EU,CB,55,1-6M€,23,42,40,47,40,47,41,0.0,0.0,0.0,0.0,18.0,0.6111111111111112,0.0,0.0,4.0,11.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['La Liga 2020/21']
Felix Agu,28573.0,Werder Bremen,EU,LWB,55,1-6M€,86,42,40,55,40,52,44,0.0,0.0,0.0,0.0,34.0,0.7647058823529411,0.0,0.0,11.0,12.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston gauche', '3 derrière', 'Transitions']",['Bundesliga 2023/24']
Fehmi Mert Günok,30310.0,Turkey,TR,GK,55,1-6M€,71,45,40,46,40,44,42,0.0,0.0,0.0,0.0,33.0,0.5454545454545454,0.0,0.0,0.0,26.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Relance au pied', 'Distribution longue']",['UEFA Euro 2024']
Federico Santiago Valverde Dipetta,6773.0,Real Madrid,ES,RM,55,1-6M€,18,44,41,46,72,50,44,0.0,0.117895233,0.0,0.0,25.0,0.6,1.0,1.0,16.0,8.0,"['4-4-2', '4-2-3-1']",4-4-2,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ailier rentrant', 'Contre-attaque']",['La Liga 2020/21']
Fares Chaïbi,217047.0,Eintracht Frankfurt,DE,CAM,55,1-6M€,10,43,48,43,40,53,44,0.0,0.206094968,0.0,0.0,31.0,0.4516129032258064,0.0,0.0,20.0,16.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['Bundesliga 2023/24']
Fabian Lukas Schär,5537.0,Switzerland,CH,CB,55,1-6M€,71,46,41,58,40,50,45,0.0,0.07925899,0.0,0.0,44.0,0.7954545454545454,0.0,0.0,8.0,29.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['FIFA World Cup 2022']
Ermedin Demirović,6874.0,Augsburg,EU,ST,55,1-6M€,53,41,43,50,40,56,44,0.0,0.226136871,0.0,0.0,19.0,0.6842105263157895,0.0,0.0,24.0,4.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Bundesliga 2023/24']
Eric Junior Dina Ebimbe,28346.0,Eintracht Frankfurt,DE,CAM,55,1-6M€,37,42,41,56,42,58,44,0.0,0.04776066,0.0,0.0,23.0,0.8260869565217391,1.0,0.0,28.0,1.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['Bundesliga 2023/24']
Eric Bertrand Bailly,3324.0,Marseille,EU,CB,55,1-6M€,37,42,41,60,40,45,42,0.0,0.08903444,0.0,0.0,26.0,0.8846153846153846,0.0,0.0,2.0,11.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['Ligue 1 2022/23']
Aitor Ruibal García,6851.0,Real Betis,EU,RW,55,1-6M€,12,47,40,56,57,47,42,0.0,0.0,0.0,0.0,12.0,0.8333333333333334,3.0,1.0,10.0,3.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['La Liga 2020/21']
Sergi Roberto Carnicer,6379.0,Barcelona,EU,RB,55,1-6M€,32,46,40,70,40,47,57,0.0,0.0,0.0,0.0,129.0,0.937984496124031,0.0,0.0,5.0,29.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Piston offensif', 'Débordement', 'Centres']",['La Liga 2020/21']
Sergej Milinković-Savić,5589.0,Serbia,RS,CAM,55,1-6M€,33,46,40,57,72,52,51,0.0,0.0,0.0,0.0,72.0,0.75,1.0,1.0,19.0,22.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['FIFA World Cup 2022']
Sead Kolašinac,3510.0,Marseille,EU,CB,55,1-6M€,45,42,42,59,40,55,45,0.0,0.193659862,0.0,0.0,36.0,0.8611111111111112,0.0,0.0,15.0,9.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['Ligue 1 2022/23']
Tim Breithaupt,51825.0,Augsburg,EU,CDM,55,1-6M€,37,41,40,63,40,52,43,0.0,0.0,0.0,0.0,21.0,0.9523809523809524,0.0,0.0,11.0,6.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['Bundesliga 2023/24']
Aïssa Mandi,6648.0,Real Betis,EU,CB,55,1-6M€,15,45,40,62,40,47,46,0.0,0.0,0.0,0.0,47.0,0.8723404255319149,0.0,0.0,5.0,25.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['La Liga 2020/21']
Aïssa Bilal Laïdouni,44955.0,Union Berlin,EU,CM,55,1-6M€,11,43,40,59,40,54,42,0.0,0.0,0.0,0.0,49.0,0.8163265306122449,0.0,0.0,21.0,15.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Bundesliga 2023/24']
Sven Michel,9227.0,Augsburg,EU,ST,55,1-6M€,58,40,40,40,40,44,40,0.0,0.0,0.0,0.0,7.0,0.2857142857142857,0.0,0.0,6.0,2.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Bundesliga 2023/24']
Steven Bergwijn,8259.0,Netherlands,NL,RW,55,1-6M€,68,45,40,60,59,45,43,0.0,0.025480429,0.0,0.0,27.0,0.8888888888888888,2.0,1.0,7.0,3.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['UEFA Euro 2024']
Steve Michel Mounié,3257.0,Stade Brestois,EU,ST,55,1-6M€,22,40,41,51,40,68,45,0.0,0.0866007,0.0,0.0,24.0,0.7083333333333334,0.0,0.0,42.0,3.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Finition', 'Dribble']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Ligue 1 2022/23']
Steve Mandanda,3543.0,Rennes,EU,GK,55,1-6M€,93,48,40,56,40,44,44,0.0,0.0,0.0,0.0,49.0,0.7142857142857143,0.0,0.0,0.0,40.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Relance au pied', 'Distribution longue']",['Ligue 1 2022/23']
Aarón Martín Caricol,6757.0,Celta Vigo,EU,LB,55,1-6M€,24,44,40,59,42,57,43,0.0,0.0,0.0,0.0,28.0,0.8571428571428571,1.0,0.0,19.0,8.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['La Liga 2020/21']
Sinaly Diomande,39018.0,Lyon,EU,CB,55,1-6M€,39,44,40,60,40,59,48,0.0,0.0,0.0,0.0,56.0,0.8214285714285714,0.0,0.0,21.0,20.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['Ligue 1 2022/23']
Silvan Widmer,7796.0,Switzerland,CH,RB,55,1-6M€,32,46,40,59,40,52,47,0.0,0.0,0.0,0.0,64.0,0.78125,0.0,0.0,10.0,29.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['FIFA World Cup 2022']
Sergio Herrera Pirón,24211.0,Osasuna,EU,GK,55,1-6M€,64,46,40,53,40,44,43,0.0,0.0,0.0,0.0,33.0,0.696969696969697,0.0,0.0,0.0,29.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Relance au pied', 'Distribution longue']",['La Liga 2020/21']
Timothee Pembele,39517.0,Paris Saint-Germain,FR,RB,55,1-6M€,46,43,52,54,72,58,45,0.0,0.044078525,0.0,0.0,39.0,0.7435897435897436,1.0,1.0,20.0,6.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['Ligue 1 2022/23']
Tim Oermann,297024.0,Bochum,EU,RWB,55,1-6M€,61,41,40,47,40,51,41,0.0,0.0,0.0,0.0,16.0,0.625,0.0,0.0,9.0,8.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston droit', '3 derrière', 'Transitions']",['Bundesliga 2023/24']
Tim Drexler,426425.0,Hoffenheim,EU,CB,55,1-6M€,87,45,40,64,42,54,45,0.0,0.0,0.0,0.0,39.0,0.9487179487179488,1.0,0.0,14.0,16.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['Bundesliga 2023/24']
Baptiste Santamaría,3108.0,Rennes,EU,CDM,55,1-6M€,63,42,40,48,42,52,40,0.0,0.0,0.0,0.0,6.0,0.6666666666666666,1.0,0.0,11.0,1.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['Ligue 1 2022/23']
Cristian Tello Herrera,6658.0,Real Betis,EU,LW,55,1-6M€,14,41,40,56,40,43,40,0.0,0.0,0.0,0.0,12.0,0.8333333333333334,0.0,0.0,5.0,5.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['La Liga 2020/21']
Dennis Geiger,8391.0,Hoffenheim,EU,CM,55,1-6M€,10,40,40,54,40,45,40,0.0,0.0,0.0,0.0,5.0,0.8,0.0,0.0,7.0,2.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Bundesliga 2023/24']
Denis Lemi Zakaria Lako Lado,5538.0,Switzerland,CH,CDM,55,1-6M€,87,43,40,59,42,44,40,0.0,0.0,0.0,0.0,9.0,0.8888888888888888,1.0,0.0,0.0,3.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['FIFA World Cup 2022']
Dejan Lovren,3471.0,Lyon,EU,CB,55,1-6M€,56,43,40,62,40,51,44,0.0,0.0,0.0,0.0,32.0,0.90625,0.0,0.0,9.0,15.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['Ligue 1 2022/23']
Dayotchanculle Upamecano,8519.0,France,FR,CB,55,1-6M€,44,50,42,67,40,54,53,0.0,0.135549536,0.0,0.0,87.0,0.896551724137931,0.0,0.0,14.0,49.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['UEFA Euro 2024']
David Jurásek,134272.0,Hoffenheim,EU,LWB,55,1-6M€,53,43,40,55,40,52,45,0.0,0.0,0.0,0.0,41.0,0.7560975609756098,0.0,0.0,11.0,17.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston gauche', '3 derrière', 'Transitions']",['Bundesliga 2023/24']
David García Zubiría,23950.0,Osasuna,EU,CB,55,1-6M€,46,46,42,59,40,50,46,0.0,0.15743414,0.0,0.0,51.0,0.803921568627451,0.0,0.0,8.0,32.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['La Liga 2020/21']
Darwin Daniel Machís Marcano,11501.0,Granada,EU,LW,55,1-6M€,71,43,48,56,72,43,42,0.0,0.187432213,0.0,0.0,16.0,0.8125,1.0,1.0,4.0,4.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['La Liga 2020/21']
Lautaro Javier Martínez,11456.0,Argentina,AR,ST,55,1-6M€,73,52,54,50,57,41,42,0.0,0.7485856280000001,0.0,0.0,10.0,0.7,5.0,1.0,2.0,2.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['FIFA World Cup 2022']
Lamine Yamal Nasraoui Ebana,316046.0,Spain,ES,RW,55,1-6M€,37,52,58,56,47,60,53,1.0,0.431546714,0.0,0.0,67.0,0.7313432835820896,3.0,0.0,31.0,26.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Finition', 'Dribble']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['UEFA Euro 2024']
Diogo Meireles Costa,32975.0,Portugal,PT,GK,55,1-6M€,24,44,40,66,40,44,44,0.0,0.0,0.0,0.0,38.0,0.9736842105263158,0.0,0.0,0.0,19.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Précision passe'],"['Travail défensif', 'Finition', 'Dribble']","['Relance au pied', 'Distribution longue']",['UEFA Euro 2024']
Diogo Filipe Monteiro Pinto Leite,11175.0,Union Berlin,EU,CB,55,1-6M€,88,46,41,59,45,57,47,0.0,0.07846915,0.0,0.0,39.0,0.8461538461538461,2.0,0.0,18.0,10.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['Bundesliga 2023/24']
Fernando Pacheco Flores,6629.0,Deportivo Alavés,EU,GK,55,1-6M€,46,43,40,49,40,44,42,0.0,0.0,0.0,0.0,25.0,0.64,0.0,0.0,0.0,18.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Relance au pied', 'Distribution longue']",['La Liga 2020/21']
Dimitri Foulquier,4546.0,Granada,EU,RB,55,1-6M€,36,46,40,57,45,52,44,0.0,0.0,0.0,0.0,27.0,0.8148148148148148,2.0,0.0,11.0,9.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['La Liga 2020/21']
Deyverson Brum Silva Acosta,25134.0,Deportivo Alavés,EU,ST,55,1-6M€,23,42,40,43,40,48,43,0.0,0.0,0.0,0.0,19.0,0.5263157894736842,0.0,0.0,12.0,10.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['La Liga 2020/21']
José Ignacio Fernández Iglesias,5202.0,Real Madrid,ES,CB,55,1-6M€,24,48,40,65,72,59,42,0.0,0.0,0.0,0.0,72.0,0.8888888888888888,1.0,1.0,22.0,31.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['La Liga 2020/21']
José Antonio Rodríguez Díaz,24126.0,Granada,EU,RW,55,1-6M€,45,46,50,47,59,45,44,0.0,0.164473705,0.0,0.0,26.0,0.6153846153846154,2.0,1.0,8.0,10.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['La Liga 2020/21']
José Adoni Cifuentes Charcopa,36148.0,Ecuador,EU,CDM,55,1-6M€,84,45,52,57,42,48,44,0.0,0.025271386,0.0,0.0,34.0,0.7941176470588235,1.0,0.0,6.0,13.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['FIFA World Cup 2022']
Josip Stanišić,49337.0,Bayer Leverkusen,DE,RWB,55,1-6M€,33,54,82,65,71,50,51,1.0,0.043656476,0.0,0.0,76.0,0.8947368421052632,4.0,3.0,7.0,26.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Finition', 'Précision passe', 'Passes progressives']",['Travail défensif'],"['Piston droit', '3 derrière', 'Transitions']",['Bundesliga 2023/24']
Josip Juranović,29163.0,Union Berlin,EU,RB,55,1-6M€,42,45,40,50,72,47,41,0.0,0.0,0.0,0.0,27.0,0.6666666666666666,1.0,1.0,4.0,17.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['Bundesliga 2023/24']
Jordan Veretout,7153.0,Marseille,EU,CDM,55,1-6M€,33,46,41,62,40,57,50,0.0,0.04467778,0.0,0.0,70.0,0.8428571428571429,0.0,0.0,19.0,29.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['Ligue 1 2022/23']
Jordan Pickford,3468.0,England,EN,GK,55,1-6M€,29,51,40,59,40,44,48,0.0,0.0,0.0,0.0,68.0,0.7205882352941176,0.0,0.0,0.0,59.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Relance au pied', 'Distribution longue']",['UEFA Euro 2024']
Jonathan Rodríguez Menéndez,6581.0,Osasuna,EU,ST,55,1-6M€,89,42,40,50,40,43,41,0.0,0.0,0.0,0.0,22.0,0.6818181818181818,0.0,0.0,5.0,12.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['La Liga 2020/21']
Julián Malatini,51769.0,Werder Bremen,EU,CB,55,1-6M€,50,43,40,58,40,52,48,0.0,0.038188405,0.0,0.0,59.0,0.7966101694915254,0.0,0.0,11.0,17.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['Bundesliga 2023/24']
Jude Bellingham,30714.0,England,EN,CAM,55,1-6M€,89,49,41,61,59,67,57,0.0,0.05628593,0.0,0.0,90.0,0.8,2.0,1.0,41.0,26.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,['Passes progressives'],"['Jeu de passe', 'Finition', 'Dribble']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['UEFA Euro 2024']
Dimitri Payet,3491.0,Marseille,EU,CM,55,1-6M€,18,40,40,60,40,40,40,0.0,0.0,0.0,0.0,12.0,0.9166666666666666,0.0,0.0,0.0,3.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Ligue 1 2022/23']
Manuel Agudo Durán,6724.0,Celta Vigo,EU,LM,55,1-6M€,34,46,40,54,45,55,45,0.0,0.0,0.0,0.0,25.0,0.76,2.0,0.0,23.0,10.0,"['4-4-2', '4-2-3-1']",4-4-2,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ailier rentrant', 'Contre-attaque']",['La Liga 2020/21']
Mads Pedersen,24442.0,Augsburg,EU,RB,55,1-6M€,27,45,40,64,72,55,47,0.0,0.0,0.0,0.0,51.0,0.9215686274509804,1.0,1.0,16.0,15.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['Bundesliga 2023/24']
Lutsharel Geertruida,22352.0,Netherlands,NL,RB,55,1-6M€,76,46,40,64,42,52,48,0.0,0.0,0.0,0.0,64.0,0.890625,1.0,0.0,10.0,22.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Précision passe', 'Passes progressives']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['UEFA Euro 2024']
Alejandro Darío Gómez,7006.0,Argentina,AR,RM,55,1-6M€,39,48,40,64,66,45,45,0.0,0.011147299,0.0,0.0,33.0,0.9696969696969696,3.0,2.0,7.0,5.0,"['4-4-2', '4-2-3-1']",4-4-2,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ailier rentrant', 'Contre-attaque']",['FIFA World Cup 2022']
Marko Arnautović,3325.0,Austria,AT,ST,55,1-6M€,51,48,57,55,57,50,44,0.0,0.46128318,0.0,0.0,15.0,0.8,3.0,1.0,15.0,5.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['UEFA Euro 2024']
Mario Götze,8227.0,Eintracht Frankfurt,DE,CDM,55,1-6M€,48,44,41,64,40,55,51,0.0,0.095075496,0.0,0.0,81.0,0.8765432098765432,0.0,0.0,15.0,19.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['Bundesliga 2023/24']
Mariano Díaz Mejía,3163.0,Real Madrid,ES,ST,55,1-6M€,28,40,40,40,40,52,41,0.0,0.0,0.0,0.0,5.0,0.2,0.0,0.0,18.0,2.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['La Liga 2020/21']
Marcus Thuram,2972.0,France,FR,ST,55,1-6M€,52,43,42,64,72,44,41,0.0,0.18562049,0.0,0.0,10.0,1.0,1.0,1.0,6.0,3.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['UEFA Euro 2024']
Marcos Javier Acuña,19597.0,Argentina,AR,LB,55,1-6M€,18,46,40,62,42,52,49,0.0,0.0,0.0,0.0,60.0,0.8666666666666667,1.0,0.0,11.0,20.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['FIFA World Cup 2022']
Marco Bizot,7832.0,Stade Brestois,EU,GK,55,1-6M€,36,44,40,54,40,45,42,0.0,0.0,0.0,0.0,29.0,0.7241379310344828,0.0,0.0,2.0,23.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Relance au pied', 'Distribution longue']",['Ligue 1 2022/23']
