player,player_id,team,nationality,pos,overall,market_value,transfer_open,pace_score,shoot_score,pass_score,dribble_score,defense_score,physic_score,goals,xg_total,assists,key_passes,passes_total,pass_completion,dribbles_total,dribbles_won,pressures,progressive_passes,formations,best_formation,strengths,weaknesses,systems,competitions
Manuel Riemann,9095.0,Bochum,EU,GK,55,1-6M€,76,48,40,52,40,44,45,0.0,0.0,0.0,0.0,46.0,0.6304347826086957,0.0,0.0,0.0,40.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Relance au pied', 'Distribution longue']",['Bundesliga 2023/24']
Manuel Alejandro García Sánchez,6632.0,Deportivo Alavés,EU,LM,55,1-6M€,63,40,40,40,40,50,41,0.0,0.0,0.0,0.0,4.0,0.5,0.0,0.0,15.0,3.0,"['4-4-2', '4-2-3-1']",4-4-2,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ailier rentrant', 'Contre-attaque']",['La Liga 2020/21']
Lesley Chimuanya Ugochukwu,44738.0,Rennes,EU,CDM,55,1-6M€,28,43,40,60,40,64,45,0.0,0.0,0.0,0.0,29.0,0.8620689655172413,0.0,0.0,28.0,14.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Finition', 'Dribble']","['Double pivot', 'Récupération', 'Bloc bas']",['Ligue 1 2022/23']
Cengiz Ünder,6971.0,Marseille,EU,CAM,55,1-6M€,38,53,42,55,63,47,46,0.0,0.181433614,0.0,0.0,36.0,0.7777777777777778,5.0,2.0,10.0,7.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['Ligue 1 2022/23']
Carlos Soler Barragán,6583.0,Paris Saint-Germain,FR,CAM,55,1-6M€,25,42,63,62,40,61,49,1.0,0.234240355,0.0,0.0,56.0,0.875,0.0,0.0,32.0,12.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Dribble']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['Ligue 1 2022/23']
Mathias Jensen,18722.0,Denmark,DK,CM,55,1-6M€,45,44,52,52,72,45,45,0.0,0.019605601,0.0,0.0,36.0,0.6944444444444444,1.0,1.0,7.0,9.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['FIFA World Cup 2022']
Mathew Ryan,3240.0,Australia,EU,GK,55,1-6M€,66,63,40,63,72,44,55,0.0,0.0,0.0,0.0,130.0,0.6615384615384615,1.0,1.0,0.0,108.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Relance au pied', 'Distribution longue']",['FIFA World Cup 2022']
Mateusz Wieteska,8704.0,Clermont Foot,EU,CB,55,1-6M€,69,50,40,63,76,50,47,0.0,0.023483265,0.0,0.0,46.0,0.9130434782608696,3.0,3.0,8.0,17.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Dribble réussi']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['Ligue 1 2022/23']
Marvin Ducksch,12299.0,Werder Bremen,EU,ST,55,1-6M€,22,41,40,50,40,53,43,0.0,0.0,0.0,0.0,19.0,0.6842105263157895,0.0,0.0,20.0,7.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Bundesliga 2023/24']
Martín Zubimendi Ibáñez,24921.0,Spain,ES,CDM,55,1-6M€,33,44,40,61,72,50,43,0.0,0.0,0.0,0.0,28.0,0.8928571428571429,1.0,1.0,8.0,11.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['UEFA Euro 2024']
Martín Aguirregabiria Padilla,6618.0,Deportivo Alavés,EU,RB,55,1-6M€,34,40,40,48,40,47,40,0.0,0.0,0.0,0.0,9.0,0.6666666666666666,0.0,0.0,4.0,1.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['La Liga 2020/21']
Martin Braithwaite Christensen,4447.0,Denmark,DK,ST,55,1-6M€,59,54,46,58,63,56,42,0.0,0.543158425,0.0,0.0,46.0,0.8043478260869565,5.0,2.0,25.0,12.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['FIFA World Cup 2022']
Martin Braithwaite Christensen,4447.0,Barcelona,EU,LW,55,1-6M€,35,54,46,58,63,56,47,0.0,0.543158425,0.0,0.0,46.0,0.8043478260869565,5.0,2.0,25.0,12.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['La Liga 2020/21']
Maximilian Wöber,8068.0,Austria,AT,CB,55,1-6M€,75,44,40,62,40,51,45,0.0,0.0,0.0,0.0,40.0,0.9,0.0,0.0,9.0,20.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['UEFA Euro 2024']
Maximilian Wittek,8924.0,Bochum,EU,LWB,55,1-6M€,24,41,40,52,40,54,43,0.0,0.0,0.0,0.0,18.0,0.7222222222222222,0.0,0.0,14.0,8.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston gauche', '3 derrière', 'Transitions']",['Bundesliga 2023/24']
Mohamed Dräger,9236.0,Tunisia,EU,RWB,55,1-6M€,14,46,43,46,74,48,42,0.0,0.249552659,0.0,0.0,20.0,0.6,2.0,2.0,6.0,10.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,['Dribble réussi'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Piston droit', '3 derrière', 'Transitions']",['FIFA World Cup 2022']
Maxence Caqueret,33158.0,Lyon,EU,CDM,55,1-6M€,25,46,40,59,45,57,43,0.0,0.0,0.0,0.0,23.0,0.8695652173913043,2.0,0.0,18.0,8.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['Ligue 1 2022/23']
Matúš Bero,15546.0,Bochum,EU,CM,55,1-6M€,17,40,42,50,40,43,41,0.0,0.15157913,0.0,0.0,13.0,0.6923076923076923,0.0,0.0,4.0,1.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Bundesliga 2023/24']
Mattéo Guendouzi Olié,7345.0,Marseille,EU,CAM,55,1-6M€,74,43,41,61,40,55,49,0.0,0.0725720119999999,0.0,0.0,58.0,0.8620689655172413,0.0,0.0,23.0,14.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['Ligue 1 2022/23']
Mathis Rayan Cherki,32649.0,Lyon,EU,CAM,55,1-6M€,29,47,41,50,59,54,47,0.0,0.05051729,0.0,0.0,38.0,0.6578947368421053,2.0,1.0,21.0,15.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['Ligue 1 2022/23']
Mathieu Coutadeur,7292.0,AC Ajaccio,EU,CM,55,1-6M€,54,41,40,59,40,43,43,0.0,0.0,0.0,0.0,31.0,0.8709677419354839,0.0,0.0,5.0,7.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Ligue 1 2022/23']
Mike Maignan,3761.0,France,FR,GK,55,1-6M€,67,47,40,61,40,45,47,0.0,0.0,0.0,0.0,60.0,0.8166666666666667,0.0,0.0,1.0,38.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Relance au pied', 'Distribution longue']",['UEFA Euro 2024']
Micky van de Ven,32547.0,Netherlands,NL,LB,55,1-6M€,67,45,40,56,42,47,43,0.0,0.0,0.0,0.0,32.0,0.78125,1.0,0.0,5.0,15.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['UEFA Euro 2024']
Mickaël Barreto,7811.0,AC Ajaccio,EU,RW,55,1-6M€,31,44,45,52,42,71,46,0.0,0.160172766,0.0,0.0,28.0,0.7142857142857143,1.0,0.0,48.0,9.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Finition', 'Dribble']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['Ligue 1 2022/23']
Michael Zetterer,23198.0,Werder Bremen,EU,GK,55,1-6M€,71,46,40,63,40,44,46,0.0,0.0,0.0,0.0,49.0,0.8775510204081632,0.0,0.0,0.0,30.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Relance au pied', 'Distribution longue']",['Bundesliga 2023/24']
Michael Steveen Estrada Martínez,34396.0,Ecuador,EU,ST,55,1-6M€,72,40,40,40,40,44,42,0.0,0.042533338,0.0,0.0,7.0,0.4285714285714285,0.0,0.0,6.0,3.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['FIFA World Cup 2022']
Mert Müldür,10826.0,Turkey,TR,RWB,55,1-6M€,67,41,40,51,40,51,44,0.0,0.0,0.0,0.0,26.0,0.6923076923076923,0.0,0.0,9.0,6.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston droit', '3 derrière', 'Transitions']",['UEFA Euro 2024']
Mehdi Zeffane,3195.0,Clermont Foot,EU,RWB,55,1-6M€,72,41,89,59,40,53,42,1.0,0.7199721,0.0,0.0,17.0,0.8823529411764706,0.0,0.0,12.0,5.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Finition', 'Précision passe']","['Jeu de passe', 'Travail défensif', 'Dribble']","['Piston droit', '3 derrière', 'Transitions']",['Ligue 1 2022/23']
Maximiliano Caufriez,23682.0,Clermont Foot,EU,CB,55,1-6M€,41,42,40,64,40,55,48,0.0,0.0,0.0,0.0,55.0,0.9272727272727272,0.0,0.0,16.0,12.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['Ligue 1 2022/23']
Maxime Gonalons,6982.0,Clermont Foot,EU,CDM,55,1-6M€,23,42,40,65,40,56,45,0.0,0.0,0.0,0.0,39.0,0.9743589743589745,0.0,0.0,17.0,13.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Précision passe'],"['Travail défensif', 'Finition', 'Dribble']","['Double pivot', 'Récupération', 'Bloc bas']",['Ligue 1 2022/23']
Augusto Jorge Mateo Solari,28658.0,Celta Vigo,EU,LM,55,1-6M€,17,41,55,43,40,47,41,0.0,0.25516874,0.0,0.0,13.0,0.5384615384615384,0.0,0.0,10.0,4.0,"['4-4-2', '4-2-3-1']",4-4-2,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ailier rentrant', 'Contre-attaque']",['La Liga 2020/21']
Arthur Theate,43913.0,Rennes,EU,CB,55,1-6M€,53,46,41,65,40,48,47,0.0,0.07618094,0.0,0.0,50.0,0.92,0.0,0.0,6.0,29.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['Ligue 1 2022/23']
Arthur Augusto de Matos Soares,196651.0,Bayer Leverkusen,DE,LWB,55,1-6M€,80,58,40,64,68,52,53,0.0,0.010973065,0.0,0.0,86.0,0.8604651162790697,6.0,3.0,10.0,24.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Piston gauche', '3 derrière', 'Transitions']",['Bundesliga 2023/24']
Arne Maier,12411.0,Augsburg,EU,CM,55,1-6M€,69,43,40,53,40,53,46,0.0,0.0,0.0,0.0,45.0,0.7111111111111111,0.0,0.0,20.0,15.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Bundesliga 2023/24']
Alan Steven Franco Palma,37945.0,Ecuador,EU,CM,55,1-6M€,62,40,40,54,40,47,40,0.0,0.0,0.0,0.0,5.0,0.8,0.0,0.0,10.0,1.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['FIFA World Cup 2022']
Alisson Ramsés Becker,5547.0,Brazil,BR,GK,55,1-6M€,69,43,40,58,40,44,41,0.0,0.0,0.0,0.0,24.0,0.8333333333333334,0.0,0.0,0.0,14.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Relance au pied', 'Distribution longue']",['FIFA World Cup 2022']
Alidu Seidu,45047.0,Clermont Foot,EU,CB,55,1-6M€,51,42,40,63,40,51,44,0.0,0.0,0.0,0.0,31.0,0.935483870967742,0.0,0.0,9.0,13.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['Ligue 1 2022/23']
Ali Abdi,30681.0,Tunisia,EU,LB,55,1-6M€,68,46,40,55,40,53,49,0.0,0.0,0.0,0.0,64.0,0.6875,0.0,0.0,12.0,33.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['FIFA World Cup 2022']
Alexis Mac Allister,27886.0,Argentina,AR,CM,55,1-6M€,58,44,40,61,72,49,48,0.0,0.0,0.0,0.0,46.0,0.8695652173913043,1.0,1.0,14.0,10.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['FIFA World Cup 2022']
Alexis Alejandro Sánchez Sánchez,3385.0,Marseille,EU,ST,55,1-6M€,31,41,51,51,40,49,44,0.0,0.265016765,0.0,0.0,20.0,0.7,0.0,0.0,13.0,5.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Ligue 1 2022/23']
Alexandre Lacazette,3451.0,Lyon,EU,ST,55,1-6M€,67,43,50,55,72,58,44,0.0,0.86823671,0.0,0.0,19.0,0.7894736842105263,1.0,1.0,28.0,3.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Ligue 1 2022/23']
Alexander Prass,39545.0,Austria,AT,LB,55,1-6M€,85,46,40,54,42,57,45,0.0,0.0,0.0,0.0,40.0,0.725,1.0,0.0,19.0,19.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['UEFA Euro 2024']
Manuel Obafemi Akanji,5549.0,Switzerland,CH,CB,55,1-6M€,67,46,40,63,40,47,46,0.0,0.030122569,0.0,0.0,53.0,0.8679245283018868,0.0,0.0,4.0,31.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['FIFA World Cup 2022']
Unai Simón Mendibil,11748.0,Spain,ES,GK,55,1-6M€,61,50,40,65,40,44,50,0.0,0.0,0.0,0.0,84.0,0.8452380952380952,0.0,0.0,0.0,50.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Passes progressives'],"['Travail défensif', 'Finition', 'Dribble']","['Relance au pied', 'Distribution longue']",['UEFA Euro 2024']
Umut Tohumcu,251293.0,Hoffenheim,EU,CM,55,1-6M€,34,45,40,61,45,52,44,0.0,0.0,0.0,0.0,22.0,0.9090909090909092,2.0,0.0,18.0,5.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Bundesliga 2023/24']
Toni Kroos,5574.0,Real Madrid,ES,CM,55,1-6M€,10,45,57,61,42,58,45,1.0,0.275268799,0.0,0.0,36.0,0.8888888888888888,1.0,0.0,27.0,14.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['La Liga 2020/21']
Tomáš Koubek,3428.0,Augsburg,EU,GK,55,1-6M€,78,45,40,53,40,44,44,0.0,0.0,0.0,0.0,34.0,0.7058823529411765,0.0,0.0,0.0,25.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Relance au pied', 'Distribution longue']",['Bundesliga 2023/24']
Andreas Evald Cornelius,5732.0,Denmark,DK,ST,55,1-6M€,56,41,40,46,40,41,41,0.0,0.017447446,0.0,0.0,13.0,0.6153846153846154,0.0,0.0,1.0,4.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['FIFA World Cup 2022']
Andreas Christensen,3959.0,Denmark,DK,CB,55,1-6M€,71,52,40,69,72,45,53,0.0,0.0,0.0,0.0,96.0,0.9270833333333334,1.0,1.0,2.0,50.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Pressing']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['FIFA World Cup 2022']
Amine Gouiri,4435.0,Rennes,EU,LW,55,1-6M€,71,42,40,59,42,43,40,0.0,0.0,0.0,0.0,9.0,0.8888888888888888,1.0,0.0,5.0,2.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['Ligue 1 2022/23']
Wajdi Kechrida,105944.0,Tunisia,EU,RB,55,1-6M€,84,41,40,52,40,44,40,0.0,0.0,0.0,0.0,18.0,0.7222222222222222,0.0,0.0,0.0,5.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['FIFA World Cup 2022']
Wahbi Khazri,3196.0,Tunisia,EU,CAM,55,1-6M€,44,41,47,41,40,43,41,0.0,0.114067132,0.0,0.0,10.0,0.4,0.0,0.0,4.0,4.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['FIFA World Cup 2022']
Víctor Ruíz Torre,6752.0,Real Betis,EU,CB,55,1-6M€,14,45,70,58,40,52,47,1.0,0.286378855,0.0,0.0,56.0,0.7857142857142857,0.0,0.0,11.0,26.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['La Liga 2020/21']
Abdülkerim Bardakcı,48383.0,Turkey,TR,CB,55,1-6M€,70,47,41,57,42,50,46,0.0,0.103276074,0.0,0.0,43.0,0.7674418604651163,1.0,0.0,8.0,24.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['UEFA Euro 2024']
Vivaldo Borges dos Santos Neto,24665.0,Clermont Foot,EU,LWB,55,1-6M€,48,41,40,59,40,51,47,0.0,0.0,0.0,0.0,49.0,0.8367346938775511,0.0,0.0,9.0,5.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston gauche', '3 derrière', 'Transitions']",['Ligue 1 2022/23']
Valentin Rongier,3365.0,Marseille,EU,CDM,55,1-6M€,94,45,40,62,40,64,52,0.0,0.0,0.0,0.0,75.0,0.84,0.0,0.0,28.0,28.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Passes progressives'],"['Jeu de passe', 'Finition', 'Dribble']","['Double pivot', 'Récupération', 'Bloc bas']",['Ligue 1 2022/23']
Rúben Santos Gato Alves Dias,5206.0,Portugal,PT,CB,55,1-6M€,30,49,40,72,40,47,55,0.0,0.0,0.0,0.0,107.0,0.9813084112149532,0.0,0.0,4.0,46.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['UEFA Euro 2024']
Rúben Diogo Da Silva Neves,9927.0,Portugal,PT,CDM,55,1-6M€,45,42,40,63,40,47,45,0.0,0.0,0.0,0.0,42.0,0.9285714285714286,0.0,0.0,4.0,12.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['UEFA Euro 2024']
Ruslan Malinovskiy,16557.0,Marseille,EU,LWB,55,1-6M€,38,46,40,58,59,55,45,0.0,0.0,0.0,0.0,34.0,0.8235294117647058,2.0,1.0,15.0,9.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston gauche', '3 derrière', 'Transitions']",['Ligue 1 2022/23']
Rui Tiago Dantas da Silva,24140.0,Granada,EU,GK,55,1-6M€,84,44,40,45,40,44,41,0.0,0.0,0.0,0.0,24.0,0.5416666666666666,0.0,0.0,0.0,21.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Relance au pied', 'Distribution longue']",['La Liga 2020/21']
Rubén García Santos,23943.0,Osasuna,EU,LM,55,1-6M€,67,42,55,52,40,53,45,0.0,0.30000883,0.0,0.0,33.0,0.696969696969697,0.0,0.0,20.0,10.0,"['4-4-2', '4-2-3-1']",4-4-2,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ailier rentrant', 'Contre-attaque']",['La Liga 2020/21']
Rubén Duarte Sánchez,6612.0,Deportivo Alavés,EU,LB,55,1-6M€,77,43,40,47,40,59,44,0.0,0.0,0.0,0.0,25.0,0.6,0.0,0.0,22.0,14.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['La Liga 2020/21']
Ruben Vargas,30401.0,Switzerland,CH,LW,55,1-6M€,16,42,41,53,40,44,43,0.0,0.0683221,0.0,0.0,23.0,0.7391304347826086,0.0,0.0,6.0,10.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['FIFA World Cup 2022']
Abdou Diallo,8553.0,Senegal,SN,CB,55,1-6M€,81,44,40,53,40,47,42,0.0,0.035411544,0.0,0.0,28.0,0.7142857142857143,0.0,0.0,4.0,22.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['FIFA World Cup 2022']
Ansgar Knauff,39070.0,Eintracht Frankfurt,DE,LB,55,1-6M€,60,41,41,60,40,45,40,0.0,0.105557114,0.0,0.0,11.0,0.9090909090909092,0.0,0.0,2.0,4.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['Bundesliga 2023/24']
Angelo Smit Preciado Quiñónez,37737.0,Ecuador,EU,RB,55,1-6M€,12,43,40,54,40,54,46,0.0,0.0,0.0,0.0,39.0,0.7435897435897436,0.0,0.0,13.0,14.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['FIFA World Cup 2022']
András Schäfer,42822.0,Union Berlin,EU,CM,55,1-6M€,73,43,40,51,42,49,44,0.0,0.02534401,0.0,0.0,24.0,0.7083333333333334,1.0,0.0,13.0,5.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Bundesliga 2023/24']
